,Contrato,Dirección,tipo,calle,NUMERO,PISO,Nº Serie Contador Esf.1,xcoord,ycoord,localId,USO 2020,2020-1,2020-2,2020-3,2020-4,USO 2018,2018-1,2018-2,2018-3,USO 2019,2019-1,2019-2,2019-3
257,6146215,LARGA ALTA 29,DOMESTICO,LARGA ALTA,29.0,S/N,TAB501794,-6.4180058557302155,39.55879602615445,10.050.39.29.2125737QD2822N,34.0,10.0,25.0,19.0,,33.0,29.0,47.0,35.0,33.0,20.0,42.0,24.0
258,6146216,LARGA ALTA 31,DOMESTICO,LARGA ALTA,31.0,S/N,N348678,-6.417992680794369,39.55873708641269,10.050.39.31.2125736QD2822N,26.0,35.0,37.0,33.0,,25.0,32.0,38.0,29.0,25.0,30.0,46.0,27.0
259,6146217,LARGA ALTA 33,COMERCIAL,LARGA ALTA,33.0,S/N,97160889,-6.417962429240881,39.55862398936764,10.050.39.33.2123501QD2822S,4.0,6.0,4.0,4.0,,12.0,4.0,9.0,15.0,4.0,6.0,10.0,28.0
260,6146218,LARGA ALTA 33,DOMESTICO,LARGA ALTA,33.0,S/N,J393035,-6.417962429240881,39.55862398936764,10.050.39.33.2123501QD2822S,6.0,19.0,8.0,11.0,,12.0,4.0,9.0,15.0,4.0,6.0,10.0,28.0
261,6146219,LARGA ALTA 35,DOMESTICO,LARGA ALTA,35.0,S/N,180666040,-6.417952583998168,39.55857881691982,10.050.39.35.2123559QD2822S,0.0,3.0,6.0,2.0,,0.0,2.0,8.0,12.0,0.0,2.0,12.0,1.0
262,6146220,LARGA ALTA 37 A,DOMESTICO,LARGA ALTA,37.0,A,J397562,-6.418565829803372,39.56082055216174,10.050.41.37.2026603QD2822N,41.0,36.0,48.0,37.0,,38.0,42.0,30.0,43.0,40.0,40.0,44.0,45.0
263,6146221,LARGA ALTA 37,DOMESTICO,LARGA ALTA,37.0,S/N,K679679,-6.418565829803372,39.56082055216174,10.050.41.37.2026603QD2822N,0.0,0.0,0.0,0.0,,0.0,1.0,46.0,845.0,0.0,4.0,0.0,0.0
264,6146222,LARGA ALTA 39 1º,DOMESTICO,LARGA ALTA,39.0,1º,J746218,-6.417926742176611,39.55843157579442,10.050.39.39.2123557QD2822S,19.0,16.0,10.0,9.0,,15.0,20.0,20.0,17.0,18.0,16.0,10.0,0.0
265,6146226,LARGA ALTA 45 A,DOMESTICO,LARGA ALTA,45.0,A,CO0000775,-6.417882361537022,39.55823195107658,10.050.39.45.2123554QD2822S,3.0,2.0,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0
266,6146227,LARGA ALTA 45,DOMESTICO,LARGA ALTA,45.0,S/N,2391014,-6.417882361537022,39.55823195107658,10.050.39.45.2123554QD2822S,21.0,31.0,25.0,21.0,,26.0,28.0,32.0,26.0,21.0,24.0,38.0,23.0
267,6146228,LARGA ALTA 49,DOMESTICO,LARGA ALTA,49.0,S/N,849289,-6.41783308724759,39.558060860725426,10.050.39.49.2123552QD2822S,18.0,17.0,5.0,21.0,,21.0,23.0,13.0,22.0,17.0,21.0,13.0,23.0
268,6146229,LARGA ALTA 51,DOMESTICO,LARGA ALTA,51.0,S/N,K435805,-6.417812287027851,39.55800355762364,10.050.39.51.2123551QD2822S,17.0,17.0,17.0,14.0,,0.0,17.0,17.0,12.0,16.0,17.0,17.0,0.0
269,6146230,LARGA ALTA 57,DOMESTICO,LARGA ALTA,57.0,S/N,1640581,-6.4177630869238795,39.55786481019003,10.050.39.57.2123548QD2822S,3.0,1.0,1.0,0.0,,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
270,6146231,LARGA ALTA 59,DOMESTICO,LARGA ALTA,59.0,S/N,101228473,-6.4177390925196205,39.55781517902861,10.050.39.59.2123547QD2822S,17.0,25.0,31.0,25.0,,16.0,21.0,31.0,20.0,16.0,17.0,26.0,18.0
271,6146232,LARGA ALTA 61,DOMESTICO,LARGA ALTA,61.0,S/N,17057013,-6.417720983939391,39.55777315600345,10.050.39.61.2123546QD2822S,12.0,7.0,10.0,21.0,,21.0,22.0,23.0,15.0,12.0,13.0,19.0,16.0
272,6146233,LARGA ALTA 67,DOMESTICO,LARGA ALTA,67.0,S/N,1071640,-6.4176712186168565,39.55763710307919,10.050.39.67.2123544QD2822S,0.0,0.0,4.0,0.0,,1.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0
273,6146234,BARRIONUEVO BAJO 43 A,DOMESTICO,BARRIONUEVO BAJO,43.0,A,C92127268,-6.417072452782387,39.55858355955263,10.050.70.43.2223825QD2822S,25.0,27.0,28.0,31.0,,35.0,39.0,41.0,31.0,30.0,27.0,24.0,23.0
274,6146238,LARGA ALTA 87,DOMESTICO,LARGA ALTA,87.0,S/N,R20803092,-6.417422223468934,39.55695204624674,10.050.39.87.2123534QD2822S,9.0,45.0,28.0,31.0,,7.0,7.0,10.0,8.0,9.0,11.0,13.0,8.0
275,6146240,LARGA ALTA 93,DOMESTICO,LARGA ALTA,93.0,S/N,M662174,-6.417350819338933,39.55677505821173,10.050.39.93.2123531QD2822S,5.0,11.0,10.0,6.0,,4.0,3.0,6.0,5.0,5.0,4.0,5.0,3.0
276,6146241,LARGA ALTA 95,DOMESTICO,LARGA ALTA,95.0,S/N,L347369,-6.417330327596008,39.55672514002427,10.050.39.95.2123530QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,6146242,LARGA ALTA 97,DOMESTICO,LARGA ALTA,97.0,S/N,263029,-6.417310885436096,39.55667516410165,10.050.39.97.2123529QD2822S,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
278,6146243,LARGA ALTA 99,DOMESTICO,LARGA ALTA,99.0,S/N,R20803093,-6.417282949479536,39.55660319363246,10.050.39.99.2123528QD2822S,11.0,13.0,25.0,30.0,,5.0,14.0,11.0,10.0,11.0,13.0,15.0,11.0
279,6146244,LARGA ALTA 103,DOMESTICO,LARGA ALTA,103.0,S/N,L156248,-6.417235905192588,39.55645971930298,10.050.39.103.2123526QD2822S,16.0,21.0,19.0,17.0,,13.0,16.0,18.0,17.0,15.0,18.0,19.0,15.0
280,6146245,LARGA ALTA 103 A,DOMESTICO,LARGA ALTA,103.0,A,51567659,-6.417235905192588,39.55645971930298,10.050.39.103.2123526QD2822S,0.0,21.0,39.0,37.0,,1.0,4.0,2.0,3.0,0.0,1.0,2.0,6.0
281,6146247,LARGA ALTA 105,DOMESTICO,LARGA ALTA,105.0,S/N,31242280,-6.4172165228325975,39.55639559650041,10.050.39.105.2123525QD2822S,2.0,0.0,3.0,1.0,,13.0,5.0,20.0,14.0,2.0,2.0,5.0,10.0
282,6146252,LARGA ALTA 115,DOMESTICO,LARGA ALTA,115.0,S/N,142/135067,-6.416956137238076,39.55604279711402,10.050.39.115.2222706QD2822S,32.0,33.0,61.0,50.0,,44.0,49.0,56.0,44.0,32.0,35.0,32.0,23.0
283,6146255,LARGA ALTA 2,DOMESTICO,LARGA ALTA,2.0,S/N,41298974,-6.418216998573918,39.55941627809493,10.050.39.2.2024011QD2822S,2.0,2.0,3.0,2.0,,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0
284,6146256,LARGA ALTA 4,DOMESTICO,LARGA ALTA,4.0,S/N,A54928,-6.418200134284746,39.55931248751958,10.050.39.4.2024012QD2822S,1.0,1.0,20.0,4.0,,1.0,0.0,21.0,1.0,1.0,1.0,20.0,1.0
285,6146257,LARGA ALTA 4 A,DOMESTICO,LARGA ALTA,4.0,A,ABB811216,-6.418200134284746,39.55931248751958,10.050.39.4.2024012QD2822S,29.0,45.0,42.0,41.0,,29.0,28.0,28.0,30.0,28.0,32.0,30.0,32.0
286,6146258,LARGA ALTA 6 A,DOMESTICO,LARGA ALTA,6.0,A,L906502,-6.418183592021843,39.55924392368217,10.050.39.6.2024013QD2822S,11.0,10.0,5.0,9.0,,11.0,10.0,5.0,9.0,11.0,10.0,5.0,9.0
287,6146259,LARGA ALTA 6,COMERCIAL,LARGA ALTA,6.0,S/N,1284491,-6.418183592021843,39.55924392368217,10.050.39.6.2024013QD2822S,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
288,6146260,LARGA ALTA 8,DOMESTICO,LARGA ALTA,8.0,S/N,96231901,-6.418157631786445,39.559168844311706,10.050.39.8.2024014QD2822S,3.0,0.0,0.0,14.0,,3.0,3.0,15.0,47.0,3.0,3.0,0.0,14.0
289,6146261,LARGA ALTA 10,DOMESTICO,LARGA ALTA,10.0,S/N,K303236,-6.418132406712852,39.55908963727328,10.050.39.10.2024015QD2822S,47.0,66.0,62.0,60.0,,36.0,42.0,51.0,48.0,45.0,48.0,53.0,46.0
290,6146262,LARGA ALTA 12,DOMESTICO,LARGA ALTA,12.0,S/N,1485519,-6.418119501588189,39.55902655953647,10.050.39.12.2024016QD2822S,50.0,77.0,64.0,46.0,,51.0,62.0,62.0,46.0,52.0,54.0,63.0,46.0
291,6146263,LARGA ALTA 14,DOMESTICO,LARGA ALTA,14.0,S/N,61772098,-6.41810511259051,39.55895642650491,10.050.39.14.2024017QD2822S,19.0,19.0,24.0,10.0,,17.0,22.0,22.0,19.0,18.0,22.0,28.0,20.0
292,6146264,LARGA ALTA 16,DOMESTICO,LARGA ALTA,16.0,S/N,9756,-6.418092704144791,39.55890191809112,10.050.39.16.2024018QD2822S,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
293,6146265,LARGA ALTA 18,DOMESTICO,LARGA ALTA,18.0,S/N,1284488,-6.418078916978419,39.558846928580266,10.050.39.18.2024019QD2822S,1.0,7.0,9.0,8.0,,25.0,31.0,25.0,0.0,1.0,2.0,4.0,1.0
294,6146266,LARGA ALTA 20 1º,DOMESTICO,LARGA ALTA,20.0,1º,K553723,-6.418062816042132,39.55878215819917,10.050.39.20.2024020QD2822S,4.0,6.0,6.0,0.0,,12.0,6.0,5.0,3.0,5.0,6.0,6.0,6.0
295,6146267,LARGA ALTA 22,DOMESTICO,LARGA ALTA,22.0,S/N,L347332,-6.418048075881079,39.55872462505071,10.050.39.22.2024021QD2822S,25.0,47.0,22.0,18.0,,21.0,25.0,31.0,25.0,24.0,27.0,42.0,33.0
296,6146269,LARGA ALTA 26,DOMESTICO,LARGA ALTA,26.0,S/N,CO0000821,-6.41801855176897,39.558579383073166,10.050.39.26.2024023QD2822S,26.0,29.0,25.0,18.0,,23.0,29.0,40.0,26.0,25.0,36.0,41.0,29.0
297,6146270,LARGA ALTA 28,DOMESTICO,LARGA ALTA,28.0,S/N,11022877,-6.418387515531397,39.56047587778033,10.050.41.28.2125765QD2822N,18.0,20.0,31.0,17.0,,20.0,22.0,32.0,22.0,17.0,21.0,27.0,19.0
298,6146272,LARGA ALTA 30 A,DOMESTICO,LARGA ALTA,30.0,A,B32923123,-6.417996574828296,39.55847538417361,10.050.39.30.2024025QD2822S,10.0,2.0,29.0,21.0,,10.0,0.0,8.0,20.0,10.0,0.0,29.0,20.0
299,6146273,LARGA ALTA 36 B,DOMESTICO,LARGA ALTA,36.0,B,EB516823,-6.417965978700098,39.558343352146956,10.050.39.36.2024028QD2822S,15.0,164.0,22.0,54.0,,18.0,54.0,59.0,29.0,15.0,34.0,19.0,18.0
300,6146274,LARGA ALTA 38,DOMESTICO,LARGA ALTA,38.0,S/N,11500456,-6.417953439341907,39.558295511760456,10.050.39.38.2024029QD2822S,27.0,28.0,30.0,29.0,,33.0,34.0,36.0,27.0,26.0,30.0,27.0,22.0
301,6146276,LARGA ALTA 42,DOMESTICO,LARGA ALTA,42.0,S/N,J906265,-6.417926909427994,39.558198168131845,10.050.39.42.2024031QD2822S,16.0,20.0,23.0,16.0,,19.0,21.0,22.0,18.0,16.0,17.0,21.0,18.0
302,6146278,LARGA ALTA 52,DOMESTICO,LARGA ALTA,52.0,S/N,17-269447,-6.417820395360344,39.55785095008707,10.050.39.52.2024036QD2822S,5.0,0.0,0.0,0.0,,0.0,0.0,29.0,12.0,5.0,8.0,20.0,1.0
303,6146279,LARGA ALTA 54,DOMESTICO,LARGA ALTA,54.0,S/N,333858,-6.417801123781945,39.5577932260388,10.050.39.54.2024037QD2822S,47.0,42.0,53.0,47.0,,41.0,43.0,61.0,47.0,45.0,44.0,55.0,46.0
304,6146281,LARGA ALTA 56 A,DOMESTICO,LARGA ALTA,56.0,A,CO0000836,-6.417780799637718,39.55773250570085,10.050.39.56.2024038QD2822S,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
305,6146282,LARGA ALTA 58,DOMESTICO,LARGA ALTA,58.0,S/N,J710180,-6.417767438683313,39.55769112879335,10.050.39.58.2024039QD2822S,14.0,16.0,22.0,22.0,,13.0,16.0,13.0,14.0,14.0,16.0,15.0,16.0
306,6146283,LARGA ALTA 64,DOMESTICO,LARGA ALTA,64.0,S/N,K476920,-6.417705502586948,39.5574941765228,10.050.39.64.2122705QD2822S,27.0,37.0,45.0,30.0,,25.0,36.0,41.0,28.0,26.0,41.0,46.0,36.0
307,6146285,LARGA ALTA 66 1º,DOMESTICO,LARGA ALTA,66.0,1º,3638573,-6.417690029203613,39.55745014009546,10.050.39.66.2122705QD2822S,27.0,16.0,25.0,20.0,,26.0,26.0,33.0,31.0,26.0,27.0,25.0,20.0
308,6146287,LARGA ALTA 70 A,DOMESTICO,LARGA ALTA,70.0,A,90111165,-6.417658029906257,39.55735907094763,10.050.39.70.2122708QD2822S,10.0,16.0,8.0,5.0,,10.0,16.0,8.0,0.0,10.0,16.0,8.0,0.0
309,6146288,LARGA ALTA 72,DOMESTICO,LARGA ALTA,72.0,S/N,CO0000843,-6.41764319397614,39.55731667476535,10.050.39.72.2122709QD2822S,18.0,39.0,36.0,25.0,,10.0,12.0,15.0,12.0,18.0,22.0,25.0,25.0
310,6146289,LARGA ALTA 74,DOMESTICO,LARGA ALTA,74.0,S/N,CO0000844,-6.417615075656755,39.557240195960716,10.050.39.74.2122710QD2822S,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0
311,6146290,LARGA ALTA 76,DOMESTICO,LARGA ALTA,76.0,S/N,J710171,-6.417593883706802,39.55718405073419,10.050.39.76.2122711QD2822S,4.0,5.0,5.0,4.0,,3.0,5.0,6.0,3.0,4.0,7.0,5.0,4.0
312,6146292,LARGA ALTA 80 1º,DOMESTICO,LARGA ALTA,80.0,1º,1607244,-6.4175568049052325,39.5570918776218,10.050.39.80.2122713QD2822S,0.0,0.0,0.0,2.0,,0.0,0.0,16.0,4.0,0.0,0.0,24.0,9.0
313,6146293,LARGA ALTA 82,COMERCIAL,LARGA ALTA,82.0,S/N,CO0000850,-6.417535359766108,39.55703942032781,10.050.39.82.2122714QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,6146295,LARGA ALTA 86,DOMESTICO,LARGA ALTA,86.0,S/N,263020,-6.417496846106027,39.55694514778061,10.050.39.86.2122716QD2822S,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
315,6146296,LARGA ALTA 88,DOMESTICO,LARGA ALTA,88.0,S/N,CO0000853,-6.417477091180471,39.55689732251706,10.050.39.88.2122717QD2822S,2.0,1.0,6.0,4.0,,2.0,2.0,6.0,4.0,2.0,0.0,6.0,4.0
316,6146299,LARGA ALTA 94,DOMESTICO,LARGA ALTA,94.0,S/N,TA659012,-6.417386711208932,39.55666406287202,10.050.39.94.2122719QD2822S,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
317,6146300,LARGA ALTA 96 1º,DOMESTICO,LARGA ALTA,96.0,1º,VR7048717,-6.417359479062179,39.55661075162039,10.050.39.96.2122720QD2822S,6.0,11.0,9.0,8.0,,8.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0
318,6146301,LARGA ALTA 98,DOMESTICO,LARGA ALTA,98.0,S/N,K44681,-6.417336233153495,39.55654411054399,10.050.39.98.2122721QD2822S,29.0,24.0,28.0,37.0,,38.0,41.0,41.0,37.0,29.0,31.0,29.0,25.0
319,6146302,LARGA ALTA 100,DOMESTICO,LARGA ALTA,100.0,S/N,L734185,-6.417312140560953,39.5564751984492,10.050.39.100.2122722QD2822S,14.0,12.0,17.0,13.0,,12.0,15.0,18.0,12.0,14.0,14.0,19.0,13.0
320,6146303,LARGA ALTA 100 2º,DOMESTICO,LARGA ALTA,100.0,2º,15128004,-6.417312140560953,39.5564751984492,10.050.39.100.2122722QD2822S,12.0,7.0,13.0,8.0,,8.0,9.0,13.0,11.0,12.0,10.0,11.0,10.0
321,6146304,LARGA ALTA 104,DOMESTICO,LARGA ALTA,104.0,S/N,CO0000863,-6.417265547869253,39.556347774200134,10.050.39.104.2122724QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,6146305,LARGA ALTA 106,DOMESTICO,LARGA ALTA,106.0,S/N,CO0000864,-6.417249018416117,39.55630398448252,10.050.39.106.2122725QD2822S,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
323,6146306,SAN BARTOLOME 2 1º,DOMESTICO,SAN BARTOLOME,2.0,1º,N417490,-6.417333369643743,39.55618939607472,10.050.74.2.2122726QD2822S,11.0,59.0,20.0,13.0,,31.0,13.0,4.0,9.0,11.0,24.0,23.0,23.0
324,6146307,LARGA ALTA 110,DOMESTICO,LARGA ALTA,110.0,S/N,11075572,-6.417217951209217,39.55611573185748,10.050.39.110.2121504QD2822S,12.0,17.0,18.0,16.0,,12.0,13.0,16.0,13.0,12.0,14.0,17.0,13.0
325,6146308,LARGA ALTA 112,DOMESTICO,LARGA ALTA,112.0,S/N,1079800,-6.417195949942473,39.5560406502415,10.050.39.112.2121505QD2822S,9.0,3.0,9.0,12.0,,12.0,9.0,4.0,11.0,9.0,9.0,2.0,15.0
326,6146309,LARGA ALTA 114 A,DOMESTICO,LARGA ALTA,114.0,A,L783163,-6.417175814397664,39.55597174055825,10.050.39.114.2121506QD2822S,15.0,29.0,19.0,26.0,,14.0,17.0,16.0,15.0,15.0,19.0,22.0,21.0
327,6146310,LARGA ALTA 114,DOMESTICO,LARGA ALTA,114.0,S/N,L734184,-6.417175814397664,39.55597174055825,10.050.39.114.2121506QD2822S,25.0,21.0,7.0,6.0,,31.0,32.0,23.0,28.0,24.0,30.0,17.0,26.0
328,6146311,LARGA ALTA 116,DOMESTICO,LARGA ALTA,116.0,S/N,L934210,-6.417151229437186,39.55588804317467,10.050.39.116.2121507QD2822S,7.0,23.0,17.0,15.0,,6.0,7.0,16.0,8.0,7.0,12.0,17.0,14.0
329,6146313,LARGA ALTA 120 A,DOMESTICO,LARGA ALTA,120.0,A,2487020,-6.417110334706611,39.55574821898743,10.050.39.120.2121509QD2822S,0.0,0.0,1.0,1.0,,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
330,6146314,LARGA ALTA 120,INDUSTRIAL,LARGA ALTA,120.0,S/N,205745,-6.417110334706611,39.55574821898743,10.050.39.120.2121509QD2822S,43.0,21.0,52.0,34.0,,22.0,76.0,71.0,73.0,51.0,62.0,77.0,59.0
331,6146316,LARGA ALTA 46 A,DOMESTICO,LARGA ALTA,46.0,A,1071815,-6.417902528332531,39.55812132207521,10.050.39.46.2024033QD2822S,1.0,11.0,8.0,2.0,,1.0,9.0,6.0,2.0,1.0,4.0,8.0,2.0
332,6146317,LARGA ALTA 70,COMERCIAL,LARGA ALTA,70.0,S/N,CO0000876,-6.417658029906257,39.55735907094763,10.050.39.70.2122708QD2822S,3.0,6.0,6.0,7.0,,9.0,11.0,7.0,10.0,11.0,9.0,7.0,9.0
333,6146320,LARGA ALTA 36 1º,DOMESTICO,LARGA ALTA,36.0,1º,M662185,-6.417965978700098,39.558343352146956,10.050.39.36.2024028QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
334,6146324,LARGA BAJA 105,COMERCIAL,LARGA BAJA,105.0,S/N,CO0000884,-6.4172165228325975,39.55639559650041,10.050.39.105.2123525QD2822S,37.0,9.0,16.0,28.0,,17.0,17.0,26.0,24.0,19.0,25.0,26.0,24.0
335,6146325,LARGA BAJA 99,NO DOMESTICO,LARGA BAJA,99.0,S/N,1567654,-6.4193036881575605,39.56259976272226,10.050.41.99.1928002QD2812N,2.0,1.0,2.0,2.0,,1.0,2.0,4.0,2.0,83.0,2.0,3.0,2.0
336,6146326,LARGA BAJA 101,GARAJES,LARGA BAJA,101.0,S/N,11075566,-6.419339562162182,39.56265866182002,10.050.41.101.1928001QD2812N,3.0,3.0,7.0,3.0,,3.0,4.0,14.0,4.0,2.0,3.0,4.0,3.0
337,6146327,LARGA BAJA 1,INDUSTRIAL,LARGA BAJA,1.0,S/N,2878562,-6.41830499899279,39.55974830978389,10.050.41.1.2026621QD2822N,31.0,11.0,25.0,22.0,,27.0,33.0,28.0,33.0,32.0,36.0,26.0,28.0
338,6146330,LARGA BAJA 33,DOMESTICO,LARGA BAJA,33.0,S/N,CO0000892,-6.418547507855331,39.56070897723854,10.050.41.33.2026605QD2822N,0.0,0.0,45.0,39.0,,1.0,0.0,19.0,7.0,1.0,1.0,17.0,5.0
339,6146332,LARGA BAJA 11,DOMESTICO,LARGA BAJA,11.0,S/N,K476774,-6.418372160633293,39.560099336870685,10.050.41.11.2026616QD2822N,10.0,2.0,4.0,1.0,,10.0,2.0,4.0,1.0,10.0,2.0,4.0,1.0
340,6146333,LARGA BAJA 11 A,DOMESTICO,LARGA BAJA,11.0,A,A675147,-6.418372160633293,39.560099336870685,10.050.41.11.2026616QD2822N,19.0,9.0,20.0,14.0,,19.0,9.0,17.0,19.0,19.0,18.0,20.0,14.0
341,6146334,LARGA BAJA 15,DOMESTICO,LARGA BAJA,15.0,S/N,M662186,-6.418409013898203,39.56023528705918,10.050.41.15.2026614QD2822N,1.0,0.0,2.0,5.0,,1.0,0.0,6.0,5.0,1.0,0.0,4.0,5.0
342,6146335,LARGA BAJA 17,DOMESTICO,LARGA BAJA,17.0,S/N,L933650,-6.418428478417499,39.560297249386046,10.050.41.17.2026613QD2822N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,6146336,LARGA BAJA 17 A,DOMESTICO,LARGA BAJA,17.0,A,L333651,-6.418428478417499,39.560297249386046,10.050.41.17.2026613QD2822N,1.0,3.0,0.0,0.0,,1.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0
344,6146337,LARGA BAJA 19,DOMESTICO,LARGA BAJA,19.0,S/N,1244676,-6.418440651195874,39.56033616743954,10.050.41.19.2026612QD2822N,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
345,6146338,LARGA BAJA 21 A,DOMESTICO,LARGA BAJA,21.0,A,2878662,-6.418466336896061,39.56040925421616,10.050.41.21.2026611QD2822N,41.0,41.0,39.0,36.0,,35.0,45.0,46.0,38.0,39.0,44.0,46.0,39.0
346,6146339,LARGA BAJA 21,DOMESTICO,LARGA BAJA,21.0,S/N,97160638,-6.418466336896061,39.56040925421616,10.050.41.21.2026611QD2822N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,6146341,LARGA BAJA 25,DOMESTICO,LARGA BAJA,25.0,S/N,L906571,-6.418500344019412,39.56050586759236,10.050.41.25.2026609QD2822N,8.0,2.0,4.0,0.0,,0.0,0.0,0.0,9.0,8.0,0.0,4.0,9.0
348,6146342,LARGA BAJA 29,DOMESTICO,LARGA BAJA,29.0,S/N,N20803045,-6.418519585093695,39.56058953594095,10.050.41.29.2026607QD2822N,16.0,18.0,21.0,17.0,,15.0,17.0,19.0,18.0,16.0,19.0,19.0,18.0
349,6146343,LARGA BAJA 35,DOMESTICO,LARGA BAJA,35.0,S/N,71762202,-6.418553733490271,39.5607638886521,10.050.41.35.2026604QD2822N,6.0,5.0,2.0,0.0,,8.0,8.0,12.0,8.0,8.0,9.0,11.0,4.0
350,6146344,LARGA BAJA 37,DOMESTICO,LARGA BAJA,37.0,S/N,,-6.418565829803372,39.56082055216174,10.050.41.37.2026603QD2822N,0.0,0.0,0.0,0.0,,0.0,1.0,46.0,845.0,0.0,4.0,0.0,0.0
351,6146345,LARGA BAJA 39,DOMESTICO,LARGA BAJA,39.0,S/N,CO0000909,-6.418575111558753,39.560862108536256,10.050.41.39.2026602QD2822N,26.0,53.0,48.0,31.0,,40.0,33.0,34.0,30.0,26.0,45.0,36.0,29.0
352,6146346,LARGA BAJA 45,DOMESTICO,LARGA BAJA,45.0,S/N,,-6.418622542498249,39.56109864642048,10.050.41.45.1927325QD2812N,0.0,0.0,0.0,0.0,,26.0,28.0,32.0,26.0,21.0,24.0,38.0,23.0
353,6146347,LARGA BAJA 47,DOMESTICO,LARGA BAJA,47.0,S/N,9523920,-6.418636806251889,39.56115022314295,10.050.41.47.1927324QD2812N,6.0,6.0,8.0,8.0,,0.0,0.0,1.0,6.0,7.0,7.0,6.0,4.0
354,6146348,LARGA BAJA 51,DOMESTICO,LARGA BAJA,51.0,S/N,54822,-6.4186694443240455,39.56126806209162,10.050.41.51.1927322QD2812N,8.0,8.0,8.0,9.0,,0.0,8.0,3.0,9.0,8.0,8.0,8.0,9.0
355,6146349,LARGA BAJA 51 A,DOMESTICO,LARGA BAJA,51.0,A,61772101,-6.4186694443240455,39.56126806209162,10.050.41.51.1927322QD2812N,1.0,3.0,1.0,1.0,,1.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0
356,6146351,LARGA BAJA 53,DOMESTICO,LARGA BAJA,53.0,S/N,91031816,-6.418689464049521,39.56133075741244,10.050.41.53.1927321QD2812N,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
357,6146352,LARGA BAJA 55,DOMESTICO,LARGA BAJA,55.0,S/N,M526691,-6.418710224527352,39.5613954466116,10.050.41.55.1927320QD2812N,8.0,24.0,19.0,2.0,,3.0,13.0,21.0,10.0,7.0,12.0,17.0,9.0
358,6146353,LARGA BAJA 57,DOMESTICO,LARGA BAJA,57.0,S/N,41415682,-6.418726445304608,39.56144760735507,10.050.41.57.1927319QD2812N,16.0,16.0,24.0,17.0,,16.0,16.0,19.0,24.0,20.0,16.0,20.0,15.0
359,6146355,LARGA BAJA 61,DOMESTICO,LARGA BAJA,61.0,S/N,CO0000919,-6.4187776383192645,39.56157666925219,10.050.41.61.1927317QD2812N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
360,6146356,LARGA BAJA 63,DOMESTICO,LARGA BAJA,63.0,S/N,N390673,-6.418804598698623,39.56162483465196,10.050.41.63.1927316QD2812N,23.0,26.0,28.0,23.0,,22.0,24.0,25.0,22.0,21.0,24.0,30.0,22.0
361,6146357,LARGA BAJA 65,DOMESTICO,LARGA BAJA,65.0,S/N,12026094,-6.41882313179041,39.56166173197291,10.050.41.65.1927315QD2812N,2.0,5.0,3.0,5.0,,2.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0
362,6146358,LARGA BAJA 67,DOMESTICO,LARGA BAJA,67.0,S/N,1640580,-6.418842448435614,39.56170260604081,10.050.41.67.1927314QD2812N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
