,Contrato,Dirección,tipo,calle,NUMERO,PISO,Nº Serie Contador Esf.1,xcoord,ycoord,localId,USO 2020,2020-1,2020-2,2020-3,2020-4,USO 2018,2018-1,2018-2,2018-3,USO 2019,2019-1,2019-2,2019-3
100,6145694,AV.CONSTITUCION 29,DOMESTICO,CONSTITUCION,29.0,S/N,N,-6.419876867474734,39.559585153866514,10.050.42.29.1924106QD2812S,8.0,10.0,13.0,10.0,,9.0,8.0,9.0,8.0,8.0,10.0,12.0,10.0
101,6145695,AV.CONSTITUCION 33,DOMESTICO,CONSTITUCION,33.0,S/N,447990,-6.420025550012643,39.55957098093158,10.050.42.33.1924104QD2812S,1.0,0.0,15.0,7.0,,0.0,2.0,14.0,1.0,1.0,3.0,19.0,2.0
102,6145696,AV.CONSTITUCION 35,DOMESTICO,CONSTITUCION,35.0,S/N,4022465,-6.420074595243117,39.55956342238802,10.050.42.35.1924103QD2812S,4.0,38.0,9.0,22.0,,4.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0
103,6145698,AV.CONSTITUCION 39,DOMESTICO,CONSTITUCION,39.0,S/N,C32923125,-6.4202177520778,39.55955074799037,10.050.42.39.1924101QD2812S,21.0,35.0,33.0,30.0,,22.0,23.0,25.0,24.0,21.0,26.0,26.0,25.0
104,6145699,AV.CONSTITUCION 2,DOMESTICO,CONSTITUCION,2.0,S/N,K122624,-6.418492873086019,39.55967537256817,10.050.42.2.2026622QD2822N,2.0,0.0,2.0,0.0,,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
105,6145700,AV.CONSTITUCION 8,DOMESTICO,CONSTITUCION,8.0,S/N,O,-6.418653983883407,39.559674270108985,10.050.42.8.2026625QD2822N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,6145701,AV.CONSTITUCION 10,DOMESTICO,CONSTITUCION,10.0,S/N,81118802,-6.418820627994744,39.55966220971698,10.050.42.10.1925203QD2812N,21.0,18.0,28.0,31.0,,19.0,21.0,56.0,75.0,21.0,21.0,23.0,18.0
107,6145702,AV.CONSTITUCION 12,DOMESTICO,CONSTITUCION,12.0,S/N,P,-6.41892575651205,39.55966130369263,10.050.42.12.1925204QD2812N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
108,6145703,AV.CONSTITUCION 14,DOMESTICO,CONSTITUCION,14.0,S/N,M480642,-6.419032619169732,39.55966071088814,10.050.42.14.1925205QD2812N,13.0,14.0,11.0,11.0,,35.0,42.0,38.0,38.0,35.0,38.0,37.0,42.0
109,6145705,AV.CONSTITUCION 18,DOMESTICO,CONSTITUCION,18.0,S/N,1330355,-6.41918953938384,39.55965978479057,10.050.42.18.1925207QD2812N,35.0,47.0,43.0,39.0,,32.0,36.0,38.0,36.0,35.0,40.0,43.0,37.0
110,6145706,AV.CONSTITUCION 20,DOMESTICO,CONSTITUCION,20.0,S/N,11070454,-6.419248821141244,39.55965848997928,10.050.42.20.1925208QD2812N,22.0,24.0,36.0,20.0,,22.0,25.0,40.0,19.0,22.0,27.0,45.0,23.0
111,6145709,AV.CONSTITUCION 30,DOMESTICO,CONSTITUCION,30.0,S/N,1070632,-6.419547702657922,39.55966143949209,10.050.42.30.1925213QD2812N,2.0,1.0,3.0,1.0,,2.0,1.0,5.0,2.0,2.0,2.0,3.0,1.0
112,6145710,AV.CONSTITUCION 32,DOMESTICO,CONSTITUCION,32.0,S/N,1094258,-6.419663676146508,39.55964113482265,10.050.42.32.1925815QD2812N,21.0,32.0,32.0,24.0,,26.0,33.0,53.0,27.0,21.0,27.0,32.0,22.0
113,6145711,AV.CONSTITUCION 34,COMERCIAL,CONSTITUCION,34.0,S/N,39708,-6.419759473249306,39.55963137228807,10.050.42.34.1925816QD2812N,18.0,15.0,18.0,22.0,,25.0,44.0,35.0,29.0,18.0,26.0,25.0,32.0
114,6145712,AV.CONSTITUCION 36,DOMESTICO,CONSTITUCION,36.0,S/N,447997,-6.419842501428192,39.55962384835665,10.050.42.36.1925817QD2812N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,6145713,AV.CONSTITUCION 38,DOMESTICO,CONSTITUCION,38.0,S/N,R,-6.419911847942813,39.559617912162736,10.050.42.38.1925818QD2812N,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
116,6145714,AV.CONSTITUCION 40-A,DOMESTICO,CONSTITUCION,40.0,A,9505382,-6.4199823364376165,39.559612722001205,10.050.42.40.1925819QD2812N,27.0,20.0,27.0,25.0,,24.0,24.0,26.0,25.0,27.0,31.0,36.0,26.0
117,6145715,AV.CONSTITUCION 42,DOMESTICO,CONSTITUCION,42.0,S/N,K476769,-6.420023420132645,39.55960958100944,10.050.42.42.1925820QD2812N,19.0,25.0,29.0,23.0,,20.0,20.0,29.0,23.0,19.0,21.0,24.0,18.0
118,6145717,AV.CONSTITUCION 46,DOMESTICO,CONSTITUCION,46.0,S/N,J200165,-6.420158117521984,39.559599060975245,10.050.42.46.1925822QD2812N,13.0,23.0,24.0,17.0,,14.0,19.0,35.0,22.0,13.0,20.0,31.0,17.0
119,6145718,AV.CONSTITUCION 50-A,DOMESTICO,CONSTITUCION,50.0,A,R20529914,-6.420286725037909,39.559586423556176,10.050.42.50.1925824QD2812N,23.0,30.0,40.0,29.0,,24.0,25.0,32.0,27.0,23.0,28.0,36.0,30.0
120,6145719,AV.CONSTITUCION 54,DOMESTICO,CONSTITUCION,54.0,S/N,81116202,-6.420431175488464,39.55956711118497,10.050.42.54.1925826QD2812N,16.0,25.0,22.0,19.0,,15.0,18.0,17.0,17.0,16.0,18.0,19.0,25.0
121,6145720,LARGA BAJA 38 A,DOMESTICO,LARGA BAJA,38.0,A,K336600,-6.418489192087088,39.560881638934546,10.050.41.38.2125771QD2822N,12.0,31.0,20.0,5.0,,15.0,10.0,22.0,10.0,12.0,24.0,11.0,12.0
122,6145721,AV.CONSTITUCION 58-A,DOMESTICO,CONSTITUCION,58.0,A,K051273,-6.420613901369061,39.55953234768672,10.050.42.58.1825007QD2812N,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,6145722,AV.CONSTITUCION 60,DOMESTICO,CONSTITUCION,60.0,S/N,91031817,-6.420715463100149,39.559520910681826,10.050.42.60.1825008QD2812N,9.0,13.0,11.0,8.0,,15.0,15.0,18.0,9.0,9.0,10.0,15.0,10.0
124,6145723,AV.CONSTITUCION 64,DOMESTICO,CONSTITUCION,64.0,S/N,M323232,-6.420829879909575,39.55950804749573,10.050.42.64.1825010QD2812N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
125,6145725,AV.CONSTITUCION 68,DOMESTICO,CONSTITUCION,68.0,S/N,K859568,-6.420948060262875,39.55950040276716,10.050.42.68.1825012QD2812N,10.0,13.0,42.0,11.0,,0.0,0.0,88.0,7.0,10.0,10.0,30.0,13.0
126,6145726,AV.CONSTITUCION 70,DOMESTICO,CONSTITUCION,70.0,S/N,J791809,-6.421019076643032,39.559496665094485,10.050.42.70.1825013QD2812N,31.0,0.0,0.0,0.0,,21.0,35.0,43.0,35.0,31.0,31.0,18.0,35.0
127,6145727,AV.CONSTITUCION 72,DOMESTICO,CONSTITUCION,72.0,S/N,963644,-6.4211244947973505,39.5594910789721,10.050.42.72.1825014QD2812N,12.0,21.0,33.0,16.0,,11.0,19.0,24.0,16.0,12.0,20.0,27.0,13.0
128,6145728,AV.CONSTITUCION 23-A,DOMESTICO,CONSTITUCION,23.0,A,R20803036,-6.419656485905738,39.55960593110884,10.050.42.23.1924109QD2812S,10.0,7.0,10.0,6.0,,9.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0
129,6145729,AV.CONSTITUCION 50,DOMESTICO,CONSTITUCION,50.0,S/N,990903063,-6.420286725037909,39.559586423556176,10.050.42.50.1925824QD2812N,0.0,3.0,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
130,6145733,CORTES 15,DOMESTICO,CORTES,15.0,S/N,16120366,-6.419075724938723,39.560735494699486,10.050.72.15.1926207QD2812N,27.0,22.0,31.0,22.0,,29.0,34.0,32.0,31.0,27.0,26.0,30.0,26.0
131,6145735,CORTES 2,DOMESTICO,CORTES,2.0,S/N,1520921,-6.41943719426782,39.560748574274974,10.050.72.2.1926302QD2812N,33.0,32.0,40.0,29.0,,24.0,28.0,32.0,30.0,33.0,31.0,41.0,32.0
132,6145736,CORTES 12,DOMESTICO,CORTES,12.0,S/N,07-263009,-6.4190060887208436,39.5607082718629,10.050.72.12.1926307QD2812N,11.0,0.0,0.0,0.0,,16.0,18.0,25.0,18.0,11.0,0.0,25.0,0.0
133,6145737,CRUZ 3,DOMESTICO,CRUZ,3.0,S/N,M480543,-6.420642972244253,39.559740189580296,10.050.7.3.1825005QD2812N,4.0,0.0,0.0,0.0,,11.0,12.0,13.0,12.0,4.0,5.0,0.0,0.0
134,6145738,CRUZ 1,DOMESTICO,CRUZ,1.0,S/N,19-168493,-6.420625408986502,39.55970223303521,10.050.7.1.1825006QD2812N,7.0,0.0,0.0,0.0,,7.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0
135,6145739,CRUZ 5,DOMESTICO,CRUZ,5.0,S/N,M480541,-6.420673239628203,39.55980590494812,10.050.7.5.1825004QD2812N,0.0,3.0,0.0,0.0,,3.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0
136,6145740,CRUZ 7,DOMESTICO,CRUZ,7.0,S/N,J942858,-6.4207013615164445,39.559866707936486,10.050.7.7.1825003QD2812N,24.0,27.0,29.0,25.0,,25.0,24.0,28.0,25.0,24.0,25.0,28.0,23.0
137,6145741,CRUZ 7 A,DOMESTICO,CRUZ,7.0,A,237240,-6.4207013615164445,39.559866707936486,10.050.7.7.1825003QD2812N,1.0,16.0,19.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
138,6145742,CRUZ 9,DOMESTICO,CRUZ,9.0,S/N,T90111149,-6.420734542023269,39.55993860942934,10.050.7.9.1825002QD2812N,25.0,26.0,26.0,25.0,,26.0,31.0,37.0,28.0,25.0,28.0,31.0,24.0
139,6145743,CRUZ 11,DOMESTICO,CRUZ,11.0,S/N,94078815,-6.4207626606758135,39.559999502418144,10.050.7.11.1825001QD2812N,12.0,25.0,18.0,18.0,,14.0,13.0,15.0,13.0,12.0,15.0,15.0,13.0
140,6145749,CRUZ 12,DOMESTICO,CRUZ,12.0,S/N,W,-6.420740209705593,39.56000233689901,10.050.7.12.1925801QD2812N,13.0,0.0,19.0,17.0,,14.0,14.0,22.0,13.0,13.0,18.0,10.0,6.0
141,6145938,DIPUTACION 2,DOMESTICO,DIPUTACION,2.0,S/N,CO0000470,-6.418131815204638,39.55373985836762,10.050.133.2.2118801QD2821N,23.0,30.0,24.0,25.0,,23.0,24.0,25.0,22.0,23.0,23.0,28.0,23.0
142,6145939,DIPUTACION 3,DOMESTICO,DIPUTACION,3.0,S/N,CO0000471,-6.416750690099188,39.55368363951233,10.050.133.3.2218804QD2821N,22.0,33.0,33.0,26.0,,15.0,16.0,21.0,16.0,22.0,29.0,31.0,23.0
143,6145940,DIPUTACION 4,DOMESTICO,DIPUTACION,4.0,S/N,CO0000472,-6.41671696863922,39.553579473630116,10.050.133.4.2218805QD2821N,23.0,27.0,34.0,26.0,,19.0,22.0,19.0,22.0,23.0,26.0,32.0,21.0
144,6145941,DIPUTACION 5,DOMESTICO,DIPUTACION,5.0,S/N,CO0000473,-6.41670382218088,39.55353548883415,10.050.133.5.2218806QD2821N,27.0,23.0,32.0,29.0,,22.0,24.0,21.0,24.0,27.0,26.0,73.0,22.0
145,6145942,DIPUTACION 6,DOMESTICO,DIPUTACION,6.0,S/N,CO0000474,-6.416674302342322,39.55343726758517,10.050.133.6.2218807QD2821N,23.0,27.0,23.0,24.0,,23.0,20.0,25.0,24.0,23.0,25.0,22.0,25.0
146,6145943,DIPUTACION 7,DOMESTICO,DIPUTACION,7.0,S/N,K918053,-6.416657009466869,39.55337958735867,10.050.133.7.2218808QD2821N,34.0,59.0,43.0,47.0,,41.0,39.0,45.0,35.0,34.0,36.0,43.0,37.0
147,6145944,DIPUTACION 8,DOMESTICO,DIPUTACION,8.0,S/N,CO0000476,-6.417229009076151,39.553914903998596,10.050.133.8.2218801QD2821N,1.0,0.0,0.0,1.0,,1.0,0.0,4.0,0.0,1.0,6.0,0.0,1.0
148,6145945,DIPUTACION 9,DOMESTICO,DIPUTACION,9.0,S/N,71762216,-6.417195477421319,39.55380560299602,10.050.133.9.2218816QD2821N,26.0,44.0,28.0,33.0,,32.0,39.0,34.0,27.0,26.0,27.0,30.0,27.0
149,6145946,DIPUTACION 10,DOMESTICO,DIPUTACION,10.0,S/N,200775,-6.417178697262126,39.55375604210043,10.050.133.10.2218815QD2821N,26.0,42.0,45.0,25.0,,31.0,22.0,34.0,21.0,26.0,24.0,34.0,25.0
150,6145947,DIPUTACION 11,DOMESTICO,DIPUTACION,11.0,S/N,29839,-6.417158692087542,39.55367109526882,10.050.133.11.2218814QD2821N,26.0,33.0,31.0,31.0,,32.0,29.0,29.0,28.0,26.0,29.0,9.0,27.0
151,6145948,DIPUTACION 12,DOMESTICO,DIPUTACION,12.0,S/N,29879,-6.417141543769666,39.55361891364824,10.050.133.12.2218813QD2821N,58.0,82.0,85.0,64.0,,63.0,64.0,80.0,60.0,57.0,62.0,75.0,61.0
152,6145949,DIPUTACION 13,DOMESTICO,DIPUTACION,13.0,S/N,456870,-6.417111138325984,39.55352572219365,10.050.133.13.2218812QD2821N,20.0,22.0,24.0,20.0,,18.0,20.0,22.0,20.0,20.0,20.0,21.0,17.0
153,6145950,DIPUTACION 14,DOMESTICO,DIPUTACION,14.0,S/N,CO0000482,-6.417091798847279,39.553466735280125,10.050.133.14.2218811QD2821N,37.0,39.0,50.0,39.0,,34.0,33.0,33.0,31.0,37.0,35.0,42.0,34.0
154,6145951,DIPUTACION 15,DOMESTICO,DIPUTACION,15.0,S/N,AB811217,-6.417057627853619,39.55336228472356,10.050.133.15.2218810QD2821N,18.0,33.0,26.0,27.0,,19.0,19.0,16.0,20.0,18.0,23.0,22.0,20.0
155,6145952,DIPUTACION 16,DOMESTICO,DIPUTACION,16.0,S/N,2811218,-6.417041937146101,39.55331472996207,10.050.133.16.2218809QD2821N,36.0,45.0,36.0,30.0,,50.0,46.0,50.0,40.0,36.0,38.0,42.0,37.0
156,6145953,DIPUTACION 17,DOMESTICO,DIPUTACION,17.0,S/N,CO0000485,-6.41729748706511,39.55390102231103,10.050.133.17.2118102QD2821N,15.0,17.0,17.0,17.0,,14.0,17.0,17.0,14.0,15.0,15.0,20.0,15.0
157,6145954,DIPUTACION 18,DOMESTICO,DIPUTACION,18.0,S/N,167501,-6.417264047532139,39.553795507039744,10.050.133.18.2118103QD2821N,0.0,0.0,11.0,0.0,,0.0,0.0,9.0,0.0,0.0,5.0,7.0,2.0
158,6145955,DIPUTACION 19,DOMESTICO,DIPUTACION,19.0,S/N,CO0000487,-6.417252065484392,39.55375776422316,10.050.133.19.2118104QD2821N,27.0,42.0,37.0,31.0,,25.0,30.0,40.0,29.0,27.0,27.0,37.0,30.0
159,6145956,DIPUTACION 20,DOMESTICO,DIPUTACION,20.0,S/N,CO0000488,-6.417221829745925,39.55366313067208,10.050.133.20.2118105QD2821N,2.0,15.0,40.0,11.0,,1.0,6.0,35.0,5.0,2.0,4.0,37.0,3.0
160,6145957,DIPUTACION 21,DOMESTICO,DIPUTACION,21.0,S/N,CO0000489,-6.417204734842339,39.553609508852844,10.050.133.21.2118106QD2821N,17.0,30.0,27.0,33.0,,19.0,23.0,24.0,19.0,17.0,22.0,26.0,22.0
161,6145959,DIPUTACION 24,DOMESTICO,DIPUTACION,24.0,S/N,7489,-6.4176835697697285,39.553836463270855,10.050.133.24.2118101QD2821N,28.0,34.0,57.0,25.0,,32.0,35.0,31.0,27.0,28.0,38.0,46.0,22.0
162,6145960,DIPUTACION 25,DOMESTICO,DIPUTACION,25.0,S/N,991268953,-6.417652947720854,39.55372713701591,10.050.133.25.2118113QD2821N,13.0,18.0,15.0,12.0,,16.0,17.0,20.0,15.0,13.0,15.0,16.0,13.0
163,6145961,DIPUTACION 26,DOMESTICO,DIPUTACION,26.0,S/N,980451178,-6.417634494526542,39.55366934103482,10.050.133.26.2118112QD2821N,18.0,26.0,27.0,21.0,,18.0,19.0,22.0,16.0,18.0,21.0,23.0,17.0
164,6145962,DIPUTACION 27,DOMESTICO,DIPUTACION,27.0,S/N,61742341,-6.417583058413427,39.55359076255973,10.050.133.27.2118111QD2821N,8.0,0.0,0.0,0.0,,7.0,10.0,11.0,8.0,8.0,10.0,3.0,0.0
165,6145963,DIPUTACION 28,DOMESTICO,DIPUTACION,28.0,S/N,M79549204,-6.417562059812635,39.553524887685626,10.050.133.28.2118110QD2821N,28.0,34.0,5.0,19.0,,29.0,26.0,2.0,27.0,28.0,20.0,4.0,31.0
166,6145964,DIPUTACION 29,DOMESTICO,DIPUTACION,29.0,S/N,CO0000496,-6.4175372598725176,39.55344730250183,10.050.133.29.2118109QD2821N,16.0,31.0,25.0,21.0,,24.0,24.0,22.0,15.0,16.0,15.0,19.0,14.0
167,6145965,DIPUTACION 30,DOMESTICO,DIPUTACION,30.0,S/N,CO0000497,-6.417508734222857,39.553369922724954,10.050.133.30.2118108QD2821N,16.0,17.0,19.0,16.0,,20.0,23.0,23.0,18.0,16.0,17.0,20.0,18.0
168,6145966,DIPUTACION 31,DOMESTICO,DIPUTACION,31.0,S/N,K001697,-6.417188514261492,39.55322196211931,10.050.133.31.2118402QD2821N,27.0,27.0,32.0,23.0,,36.0,34.0,36.0,29.0,27.0,29.0,24.0,24.0
169,6145967,DIPUTACION 32,DOMESTICO,DIPUTACION,32.0,S/N,CO0000499,-6.417166527136937,39.55314652044346,10.050.133.32.2118403QD2821N,1.0,2.0,23.0,20.0,,1.0,9.0,18.0,7.0,1.0,4.0,21.0,7.0
170,6145968,DIPUTACION 34,DOMESTICO,DIPUTACION,34.0,S/N,J906425,-6.417124847812595,39.5530153271468,10.050.133.34.2118405QD2821N,63.0,82.0,75.0,68.0,,60.0,61.0,63.0,61.0,62.0,71.0,69.0,63.0
171,6145970,DIPUTACION 36,DOMESTICO,DIPUTACION,36.0,S/N,H827004,-6.417568050425016,39.55314869500208,10.050.133.36.2118401QD2821N,3.0,0.0,1.0,3.0,,3.0,2.0,8.0,0.0,3.0,2.0,5.0,4.0
172,6145971,DIPUTACION 37,DOMESTICO,DIPUTACION,37.0,S/N,552511,-6.417553240718742,39.55308052992177,10.050.133.37.2118410QD2821N,46.0,48.0,50.0,46.0,,55.0,56.0,53.0,47.0,45.0,49.0,49.0,47.0
173,6145972,DIPUTACION 38,DOMESTICO,DIPUTACION,38.0,S/N,CO0000505,-6.41752286189312,39.55300228913469,10.050.133.38.2118409QD2821N,24.0,51.0,39.0,48.0,,25.0,23.0,23.0,26.0,24.0,24.0,25.0,28.0
174,6145973,DIPUTACION 39,DOMESTICO,DIPUTACION,39.0,S/N,CO0000506,-6.417507075919876,39.55293221050197,10.050.133.39.2118408QD2821N,33.0,58.0,46.0,39.0,,32.0,30.0,37.0,37.0,33.0,33.0,43.0,33.0
175,6145974,DIPUTACION 40,DOMESTICO,DIPUTACION,40.0,S/N,CO0000507,-6.417450780652016,39.552853195072544,10.050.133.40.2118407QD2821N,52.0,74.0,72.0,77.0,,48.0,54.0,58.0,54.0,51.0,56.0,62.0,54.0
176,6145975,DIPUTACION 41,DOMESTICO,DIPUTACION,41.0,S/N,CO0000508,-6.417715024757517,39.553706986784945,10.050.133.41.2118803QD2821N,21.0,39.0,38.0,21.0,,26.0,38.0,39.0,23.0,21.0,40.0,43.0,15.0
177,6145976,DIPUTACION 42,DOMESTICO,DIPUTACION,42.0,S/N,CO0000509,-6.417704088333926,39.55367242032028,10.050.133.42.2118804QD2821N,17.0,24.0,17.0,22.0,,15.0,13.0,15.0,14.0,17.0,14.0,13.0,17.0
178,6145977,DIPUTACION 43,DOMESTICO,DIPUTACION,43.0,S/N,1383179,-6.417669516201088,39.55356291612971,10.050.133.43.2118805QD2821N,30.0,48.0,39.0,32.0,,31.0,32.0,36.0,30.0,30.0,35.0,37.0,36.0
179,6145978,DIPUTACION 44,DOMESTICO,DIPUTACION,44.0,S/N,CO0000511,-6.417657125644403,39.5535236327834,10.050.133.44.2118806QD2821N,5.0,5.0,13.0,5.0,,5.0,6.0,11.0,4.0,5.0,9.0,15.0,4.0
180,6145979,DIPUTACION 45,DOMESTICO,DIPUTACION,45.0,S/N,CO0000512,-6.417624957269384,39.55342148361042,10.050.133.45.2118807QD2821N,21.0,30.0,28.0,21.0,,14.0,26.0,21.0,31.0,10.0,24.0,29.0,30.0
181,6145980,DIPUTACION 46,DOMESTICO,DIPUTACION,46.0,S/N,71762221,-6.41760589669998,39.55336124175946,10.050.133.46.2118808QD2821N,38.0,51.0,54.0,48.0,,35.0,46.0,45.0,38.0,38.0,52.0,47.0,39.0
182,6145981,DIPUTACION 47,DOMESTICO,DIPUTACION,47.0,S/N,CO0000514,-6.418104754514097,39.55364430467658,10.050.133.47.2118814QD2821N,36.0,14.0,33.0,27.0,,19.0,20.0,43.0,39.0,36.0,25.0,26.0,21.0
183,6145982,DIPUTACION 48,DOMESTICO,DIPUTACION,48.0,S/N,CO0000515,-6.418090710336652,39.55359939919422,10.050.133.48.2118813QD2821N,26.0,30.0,31.0,24.0,,24.0,25.0,27.0,26.0,26.0,27.0,27.0,25.0
184,6145983,DIPUTACION 49,DOMESTICO,DIPUTACION,49.0,S/N,CO0000516,-6.418058443335754,39.55350616207507,10.050.133.49.2118812QD2821N,17.0,20.0,18.0,23.0,,15.0,17.0,15.0,17.0,17.0,19.0,20.0,17.0
185,6145984,DIPUTACION 50,DOMESTICO,DIPUTACION,50.0,S/N,96050092,-6.418040667475295,39.553448921739374,10.050.133.50.2118811QD2821N,13.0,16.0,18.0,14.0,,13.0,13.0,17.0,15.0,13.0,13.0,20.0,13.0
186,6145985,DIPUTACION 51,DOMESTICO,DIPUTACION,51.0,S/N,CO0000518,-6.4180065464816325,39.55333979252699,10.050.133.51.2118810QD2821N,10.0,26.0,21.0,15.0,,10.0,11.0,19.0,19.0,10.0,30.0,16.0,14.0
187,6146004,AV.EJIDO DE ABAJO 19,INDUSTRIAL,EJIDO DE ABAJO,19.0,S/N,1506271,-6.416488690789061,39.5578657385348,10.050.176.19.2223808QD2822S,12.0,6.0,16.0,0.0,,30.0,28.0,28.0,25.0,21.0,20.0,23.0,11.0
188,6146073,LAS ERAS 3-L,DOMESTICO,LAS ERAS,3.0,L,C46194,-6.418841151385164,39.55092457394576,10.050.139.3.2016103QD2821N,29.0,48.0,37.0,32.0,,31.0,31.0,32.0,30.0,30.0,37.0,39.0,32.0
189,6146099,LAS ERAS 2 B/R,DOMESTICO,LAS ERAS,2.0,B/R,C31463,-6.418772141000385,39.55076466637655,10.050.139.2.2016102QD2821N,18.0,27.0,27.0,24.0,,18.0,18.0,23.0,18.0,18.0,17.0,20.0,18.0
190,6146100,LAS ERAS 3 BLQ. R,DOMESTICO,LAS ERAS,3.0,BLQ.-R,C31462,-6.418841151385164,39.55092457394576,10.050.139.3.2016103QD2821N,43.0,42.0,47.0,46.0,,43.0,45.0,50.0,44.0,44.0,48.0,52.0,42.0
191,6146106,PS.EXTREMADURA 2,DOMESTICO,EXTREMADURA,2.0,S/N,1727299,-6.417263817802077,39.55534102023357,10.050.9.2.2120502QD2822S,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
192,6146107,PS.EXTREMADURA 4,DOMESTICO,EXTREMADURA,4.0,S/N,CO0000646,-6.417236958794313,39.55525259224703,10.050.9.4.2120503QD2822S,29.0,28.0,24.0,25.0,,26.0,23.0,30.0,25.0,29.0,27.0,33.0,25.0
193,6146109,PS.EXTREMADURA 8,DOMESTICO,EXTREMADURA,8.0,S/N,11163803,-6.417164147327309,39.555016385475625,10.050.9.8.2120505QD2822S,49.0,87.0,77.0,79.0,,46.0,47.0,53.0,52.0,48.0,40.0,57.0,57.0
194,6146110,PS.EXTREMADURA 10,DOMESTICO,EXTREMADURA,10.0,S/N,R20803043,-6.4171241937324615,39.55488883858253,10.050.9.10.2120506QD2822S,43.0,64.0,56.0,44.0,,43.0,45.0,52.0,43.0,43.0,50.0,61.0,48.0
195,6146111,PS.EXTREMADURA 12,DOMESTICO,EXTREMADURA,12.0,S/N,R20803044,-6.417093751740359,39.5547905068455,10.050.9.12.2120507QD2822S,5.0,0.0,39.0,34.0,,11.0,11.0,18.0,10.0,5.0,13.0,19.0,6.0
196,6146113,PS.EXTREMADURA 16,DOMESTICO,EXTREMADURA,16.0,S/N,J266797,-6.416991263292997,39.55446031392322,10.050.9.16.2119010QD2821N,7.0,0.0,2.0,2.0,,6.0,6.0,33.0,4.0,7.0,12.0,17.0,9.0
197,6146126,PS.EXTREMADURA 23 .,DOMESTICO,EXTREMADURA,23.0,.,J605207,-6.415813601277683,39.5522636738973,10.050.9.23.2217415QD2821N,18.0,34.0,33.0,23.0,,21.0,29.0,21.0,21.0,18.0,22.0,27.0,21.0
198,6146127,PS.EXTREMADURA 25,DOMESTICO,EXTREMADURA,25.0,S/N,IBJ025344,-6.415591599559231,39.55153784573032,10.050.9.25.2216601QD2821N,24.0,37.0,33.0,30.0,,23.0,28.0,34.0,28.0,24.0,30.0,32.0,25.0
199,6146129,PS.EXTREMADURA 7,INDUSTRIAL,EXTREMADURA,7.0,S/N,N20529945,-6.416585678078182,39.55463001889011,10.050.9.7.2219106QD2821N,27.0,25.0,42.0,36.0,,4.0,0.0,41.0,31.0,31.0,39.0,55.0,37.0
200,6146143,GABRIEL Y GALAN 5,DOMESTICO,GABRIEL Y GALAN,5.0,S/N,CO0000685,-6.419085728527923,39.55868094111624,10.050.12.5.1924404QD2812S,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
201,6146144,GABRIEL Y GALAN 9,GARAJES,GABRIEL Y GALAN,9.0,S/N,CO0000686,-6.419199839970638,39.558682396601895,10.050.12.9.1924402QD2812S,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
202,6146145,GABRIEL Y GALAN 11,DOMESTICO,GABRIEL Y GALAN,11.0,S/N,1165060,-6.419277048207991,39.558681139888,10.050.12.11.1924401QD2812S,15.0,1.0,9.0,18.0,,27.0,61.0,46.0,45.0,16.0,46.0,40.0,19.0
203,6146147,GABRIEL Y GALAN 15 A,DOMESTICO,GABRIEL Y GALAN,15.0,A,1525778,-6.419599823348963,39.558632824678384,10.050.12.15.1924503QD2812S,11.0,0.0,0.0,0.0,,2.0,23.0,15.0,7.0,11.0,9.0,3.0,1.0
204,6146148,GABRIEL Y GALAN 17 A,DOMESTICO,GABRIEL Y GALAN,17.0,A,98065136,-6.419753907605129,39.558611024620944,10.050.12.17.1924502QD2812S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,6146149,GABRIEL Y GALAN 17,DOMESTICO,GABRIEL Y GALAN,17.0,S/N,IB521785,-6.419753907605129,39.558611024620944,10.050.12.17.1924502QD2812S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
